Mixer name: 'waipio-mtp-snd-card'
Number of controls: 781
ctl	type	num	name                                     value
449	BYTE	32	RL DSP1 Protection f206 _resume_XM_struct_t  00  00  00  05  00  00  00  01  00  00  04  00  00  00  04  00  00  00  1f  f8  00  00  1f  f8  00  00  00  00  00  00  00  00
450	BYTE	4	RL DSP1 Protection f206 STATE             00  00  00  05
451	BYTE	4	RL DSP1 Protection f206 MBOX_ACTIVE       00  00  00  01
452	BYTE	4	RL DSP1 Protection f206 FADE_IN_NUM_SAMPLES  00  00  04  00
453	BYTE	4	RL DSP1 Protection f206 ADE_OUT_NUM_SAMPLES  00  00  04  00
454	BYTE	4	RL DSP1 Protection f206 FADE_IN_DELTA_GAIN  00  00  1f  f8
455	BYTE	4	RL DSP1 Protection f206 FADE_OUT_DELTA_GAIN  00  00  1f  f8
456	BYTE	4	RL DSP1 Protection f206 FADE_GAIN         00  00  00  00
457	BYTE	4	RL DSP1 Protection f206 READY_TO_RESUME   00  00  00  00
458	BYTE	304	RL DSP1 Protection f20b _logger_XM_struct_t  00  00  00  00  00  00  00  04  00  00  00  01  00  00  00  00  00  00  00  20  00  00  00  01  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  01  00  00  00  20  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
459	BYTE	4	RL DSP1 Protection f20b EVNTLG_ENABLED    00  00  00  00
460	BYTE	4	RL DSP1 Protection f20b EVNTLG_TS_SHIFT   00  00  00  04
461	BYTE	4	RL DSP1 Protection f20b WAS_DISABLED      00  00  00  01
462	BYTE	4	RL DSP1 Protection f20b BUFFER            00  00  00  00
463	BYTE	4	RL DSP1 Protection f20b BUFFER_SIZE       00  00  00  20
464	BYTE	4	RL DSP1 Protection f20b TRANSFER_COMPLETED  00  00  00  01
465	BYTE	4	RL DSP1 Protection f20b NUM_LOST_EVENTS   00  00  00  00
466	BYTE	4	RL DSP1 Protection f20b LOST_EVENT_COUNTER  00  00  00  00
467	BYTE	4	RL DSP1 Protection f20b TRIGGER_INTERRUPT  00  00  00  00
468	BYTE	4	RL DSP1 Protection f20b BUFFER_COUNT      00  00  00  01
469	BYTE	4	RL DSP1 Protection f20b FREE_SLOTS        00  00  00  20
470	BYTE	4	RL DSP1 Protection f20b W_PTR             00  00  00  00
471	BYTE	256	RL DSP1 Protection f20b EVENTS            00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
472	BYTE	28	RL DSP1 Protection f204 bration_XM_struct_t  00  00  00  01  00  00  00  00  00  00  00  00  00  40  00  00  00  40  00  00  00  00  00  02  00  00  00  03
473	BYTE	4	RL DSP1 Protection f204 VIMON_CAL_STATE   00  00  00  01
474	BYTE	4	RL DSP1 Protection f204 VSC               00  00  00  00
475	BYTE	4	RL DSP1 Protection f204 ISC               00  00  00  00
476	BYTE	4	RL DSP1 Protection f204 VBSTMAX_VMON      00  40  00  00
477	BYTE	4	RL DSP1 Protection f204 VBSTMAX_IMON      00  40  00  00
478	BYTE	4	RL DSP1 Protection f204 N_CLASS_H_CAL_DELAY  00  00  00  02
479	BYTE	4	RL DSP1 Protection f204 N_CLASS_D_CAL_DELAY  00  00  00  03
480	BYTE	12	RL DSP1 Protection f205 iciency_XM_struct_t  00  00  00  00  00  00  00  00  00  00  00  02
481	BYTE	4	RL DSP1 Protection f205 EFFICIENCY_ENABLE  00  00  00  00
482	BYTE	4	RL DSP1 Protection f205 EFFICIENCY_STATE  00  00  00  00
483	BYTE	4	RL DSP1 Protection f205 EFFICIENCY_DELAY  00  00  00  02
484	BYTE	88	FL DSP1 Protection 4fa00 config_XM_struct_t  00  00  00  09  00  00  13  d3  00  00  00  20  00  4d  61  6e  00  75  61  6c  00  00  00  00  00  00  00  00  00  00  bb  80  00  00  00  01  00  00  00  01  00  00  00  01  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  2b  00  00  00  2b  00  00  00  01  00  00  00  00  00  00  00  3c  00  00  00  3d  00  00  00  11  00  00  00  00
485	BYTE	4	FL DSP1 Protection 4fa00 HALO_STATE       00  00  00  09
486	BYTE	4	FL DSP1 Protection 4fa00 HALO_HEARTBEAT   00  00  13  d3
487	BYTE	4	FL DSP1 Protection 4fa00 AUDIO_BLK_SIZE   00  00  00  20
488	BYTE	12	FL DSP1 Protection 4fa00 BUILD_JOB_NAME   00  4d  61  6e  00  75  61  6c  00  00  00  00
489	BYTE	4	FL DSP1 Protection 4fa00 BUILD_JOB_NUMBER  00  00  00  00
490	BYTE	4	FL DSP1 Protection 4fa00 BAL_SAMPLE_RATE_HW  00  00  bb  80
491	BYTE	4	FL DSP1 Protection 4fa00 IRATE_NUMBER_BANDS  00  00  00  01
492	BYTE	4	FL DSP1 Protection 4fa00 FIRMWARE_STATE   00  00  00  01
493	BYTE	4	FL DSP1 Protection 4fa00 ROM_BOOT_COMPLETE  00  00  00  01
494	BYTE	4	FL DSP1 Protection 4fa00 BOOT_TO_RAM      00  00  00  00
495	BYTE	4	FL DSP1 Protection 4fa00 BOOT_BUZZ_COMPLETE  00  00  00  00
496	BYTE	4	FL DSP1 Protection 4fa00 BUZZ_EVENT_COUNT  00  00  00  00
497	BYTE	4	FL DSP1 Protection 4fa00 OTP_NUM_SET_TRIMS  00  00  00  2b
498	BYTE	4	FL DSP1 Protection 4fa00 TP_TOTAL_NUM_TRIMS  00  00  00  2b
499	BYTE	4	FL DSP1 Protection 4fa00 OTP_UNPACKING_DONE  00  00  00  01
500	BYTE	4	FL DSP1 Protection 4fa00 OTP_FAILED       00  00  00  00
501	BYTE	4	FL DSP1 Protection 4fa00 CURRENT_CPU_LOAD  00  00  00  3c
502	BYTE	4	FL DSP1 Protection 4fa00 PEAK_CPU_LOAD    00  00  00  3d
503	BYTE	4	FL DSP1 Protection 4fa00 WDT_THRESHOLD    00  00  00  11
504	BYTE	4	FL DSP1 Protection 4fa00 DIAGNST_CTRL     00  00  00  00
505	BYTE	612	FL DSP1 Protection cd cspl_XM_struct_t    00  00  00  00  00  00  00  00  00  06  40  00  00  10  00  00  00  00  00  00  00  00  22  f1  00  00  00  1f  00  00  00  01  00  00  22  f2  00  00  22  f1  00  00  00  02  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  7f  ff  ff  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  01  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
506	BYTE	4	FL DSP1 Protection cd CSPL_ENABLE         00  00  00  01
507	BYTE	4	FL DSP1 Protection cd CSPL_COMMAND        00  00  00  00
508	BYTE	4	FL DSP1 Protection cd CSPL_STATE          00  00  00  00
509	BYTE	4	FL DSP1 Protection cd CSPL_ERRORNO        00  00  00  00
510	BYTE	4	FL DSP1 Protection cd CSPL_TEMPERATURE    00  06  40  00
511	BYTE	4	FL DSP1 Protection cd CSPL_OVERSIGHT_GAIN  00  10  00  00
512	BYTE	4	FL DSP1 Protection cd UPDT_PRMS           00  00  00  00
513	BYTE	4	FL DSP1 Protection cd CAL_R               00  00  22  f1
514	BYTE	4	FL DSP1 Protection cd CAL_AMBIENT         00  00  00  1f
515	BYTE	4	FL DSP1 Protection cd CAL_STATUS          00  00  00  01
516	BYTE	4	FL DSP1 Protection cd CAL_CHECKSUM        00  00  22  f2
517	BYTE	4	FL DSP1 Protection cd CAL_R_SELECTED      00  00  22  f1
518	BYTE	4	FL DSP1 Protection cd CAL_SET_STATUS      00  00  00  02
519	BYTE	4	FL DSP1 Protection cd DIAG_F0             00  00  00  00
520	BYTE	4	FL DSP1 Protection cd DIAG_Z_LOW_DIFF     00  00  00  00
521	BYTE	4	FL DSP1 Protection cd DIAG_F0_STATUS      00  00  00  00
522	BYTE	4	FL DSP1 Protection cd RTLOG_ENABLE        00  00  00  00
523	BYTE	4	FL DSP1 Protection cd RTLOG_STATE         00  00  00  00
524	BYTE	4	FL DSP1 Protection cd RTLOG_COUNT         00  00  00  00
525	BYTE	4	FL DSP1 Protection cd RTLOG_FRMPRWIN      00  00  00  00
526	BYTE	60	FL DSP1 Protection cd RTLOG_VARIABLE      00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
527	BYTE	120	FL DSP1 Protection cd RTLOG_DATA          00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
528	BYTE	4	FL DSP1 Protection cd BDLOG_MAX_TEMP      00  00  00  00
529	BYTE	4	FL DSP1 Protection cd BDLOG_MAX_EXC       00  00  00  00
530	BYTE	4	FL DSP1 Protection cd BDLOG_OVER_TEMP_COUNT  00  00  00  00
531	BYTE	4	FL DSP1 Protection cd BDLOG_OVER_EXC_COUNT  00  00  00  00
532	BYTE	4	FL DSP1 Protection cd BDLOG_ABNORMAL_MUTE  00  00  00  00
533	BYTE	4	FL DSP1 Protection cd REDUCE_POWER        00  00  00  00
534	BYTE	4	FL DSP1 Protection cd CH_BAL              00  00  00  00
535	BYTE	4	FL DSP1 Protection cd ATTENUATION         00  7f  ff  ff
536	BYTE	4	FL DSP1 Protection cd SPK_OUTPUT_POWER    00  00  00  00
537	BYTE	4	FL DSP1 Protection cd DC_OFFSET_HOLD_TIME  00  00  00  00
538	BYTE	4	FL DSP1 Protection cd ENABLE_FULL_US_BYPASS  00  00  00  00
539	BYTE	4	FL DSP1 Protection cd ASS_USES_LEFT_CHANNEL  00  00  00  00
540	BYTE	4	FL DSP1 Protection cd VMON_LOW_FLAG       00  00  00  01
541	BYTE	4	FL DSP1 Protection cd CSPL_SURFACE_TEMP   00  00  00  00
542	BYTE	4	FL DSP1 Protection cd PROJECT_ID          00  00  00  00
543	BYTE	4	FL DSP1 Protection cd TUNING_ID           00  00  00  00
544	BYTE	4	FL DSP1 Protection cd SNAPSHOT_ID         00  00  00  00
